"_id",bike,custId,decease,dob,fName,gender,j_Indu,job_title,lName,own_car,tenure,wealth
5ec615352b1eb004f0687ef2,48,919,N,1987-07-17T00:00:00.000Z,Grove,Male,Health,Registered Nurse,Peltzer,Yes,13,Mass Customer
5ec615352b1eb004f0687ef3,89,920,N,1976-01-19T00:00:00.000Z,Stefano,Male,Health,Software Test Engineer IV,Thornborrow,Yes,19,Mass Customer
5ec615352b1eb004f0687ef4,77,921,N,1979-12-19T00:00:00.000Z,Gretchen,Female,Manufacturing,Help Desk Technician,Seneschal,No,7,Mass Customer
5ec615352b1eb004f0687ef5,52,922,N,1972-10-10T00:00:00.000Z,Bekki,Female,Financial Services,Operator,Ralston,No,19,Mass Customer
5ec615352b1eb004f0687ef6,44,923,N,1977-06-26T00:00:00.000Z,Garrek,Male,Financial Services,Senior Financial Analyst,Grimwade,No,19,High Net Worth
5ec615352b1eb004f0687ef7,33,924,N,1976-11-08T00:00:00.000Z,Clementius,Male,NaN,Computer Systems Analyst II,Hambric,No,13,Affluent Customer
5ec615352b1eb004f0687ef8,42,925,N,1978-08-07T00:00:00.000Z,Nicko,Male,Manufacturing,Accountant IV,Pembridge,No,16,Affluent Customer
5ec615352b1eb004f0687ef9,18,926,N,1965-10-14T00:00:00.000Z,Terrel,Male,Telecommunications,Professor,Matthisson,No,10,Affluent Customer
5ec615352b1eb004f0687efa,25,927,N,1966-02-19T00:00:00.000Z,Jarret,Male,Financial Services,Cost Accountant,NaN,Yes,18,Mass Customer
5ec615352b1eb004f0687efb,61,928,N,1973-05-14T00:00:00.000Z,Porty,Male,NaN,Associate Professor,Clemmitt,Yes,18,High Net Worth
5ec615352b1eb004f0687efc,0,929,N,1965-09-04T00:00:00.000Z,Kippy,Male,Financial Services,Database Administrator III,Conerding,Yes,13,Mass Customer
5ec615352b1eb004f0687efd,86,930,N,1971-11-10T00:00:00.000Z,Evelina,Female,Retail,Executive Secretary,Dinan,Yes,8,Mass Customer
5ec615352b1eb004f0687efe,59,931,N,1999-08-07T00:00:00.000Z,Katrina,Female,Manufacturing,Design Engineer,Sappson,Yes,1,Affluent Customer
5ec615352b1eb004f0687eff,30,932,N,1989-07-20T00:00:00.000Z,Yoko,Female,NaN,Graphic Designer,Dowrey,No,18,Mass Customer
5ec615352b1eb004f0687f00,75,933,N,1996-05-19T00:00:00.000Z,Melany,Female,Retail,Help Desk Operator,L'oiseau,Yes,5,Mass Customer
5ec615352b1eb004f0687f01,76,934,N,1996-01-22T00:00:00.000Z,Marcellus,Male,Manufacturing,Human Resources Manager,Louisot,No,6,Mass Customer
5ec615352b1eb004f0687f02,76,935,N,1994-09-12T00:00:00.000Z,Aldin,Male,NaN,Marketing Manager,Cracker,Yes,3,Mass Customer
5ec615352b1eb004f0687f03,64,936,N,1988-05-16T00:00:00.000Z,Raffaello,Male,Health,Speech Pathologist,Godleman,No,3,High Net Worth
5ec615352b1eb004f0687f04,65,937,N,1985-11-15T00:00:00.000Z,Nikolos,Male,Manufacturing,Human Resources Assistant IV,McKyrrelly,No,15,Affluent Customer
5ec615352b1eb004f0687f05,18,938,N,1996-04-06T00:00:00.000Z,Corabelle,Female,Retail,Technical Writer,NaN,No,7,Mass Customer
5ec615352b1eb004f0687f06,53,939,N,1961-01-10T00:00:00.000Z,Cristian,Male,Manufacturing,Product Engineer,Theodoris,No,6,Mass Customer
5ec615352b1eb004f0687f07,3,940,N,1987-06-16T00:00:00.000Z,Marnia,Female,Manufacturing,Administrative Officer,Claesens,No,9,Mass Customer
5ec615352b1eb004f0687f08,13,941,N,1995-02-02T00:00:00.000Z,Tye,Male,Financial Services,Recruiting Manager,Doohan,Yes,1,Affluent Customer
5ec615352b1eb004f0687f09,31,942,N,1974-02-07T00:00:00.000Z,Shirley,Female,Financial Services,Director of Sales,Brook,Yes,14,Mass Customer
5ec615352b1eb004f0687f0a,94,943,N,1979-09-17T00:00:00.000Z,Holly,Male,Property,Legal Assistant,Gamett,Yes,15,Affluent Customer
5ec615352b1eb004f0687f0b,53,944,N,1976-01-12T00:00:00.000Z,Anderea,Female,Manufacturing,NaN,Dallewater,No,15,Mass Customer
5ec615352b1eb004f0687f0c,59,945,N,1998-08-26T00:00:00.000Z,Hebert,Male,NaN,Human Resources Manager,Bernocchi,Yes,1,High Net Worth
5ec615352b1eb004f0687f0d,16,946,N,1961-07-17T00:00:00.000Z,Bettina,Female,Manufacturing,Research Associate,Farrer,No,12,High Net Worth
5ec615352b1eb004f0687f0e,43,947,N,1986-03-10T00:00:00.000Z,Hyacinth,Female,Health,Pharmacist,Naldrett,No,10,Mass Customer
5ec615352b1eb004f0687f0f,19,948,N,1969-08-09T00:00:00.000Z,Yardley,Male,NaN,Recruiting Manager,Argo,No,10,Affluent Customer
5ec615352b1eb004f0687f10,18,949,N,1975-09-07T00:00:00.000Z,Jarid,Male,Health,Executive Secretary,Grebner,Yes,3,Mass Customer
5ec615352b1eb004f0687f11,24,950,N,NaN,Bret,U,IT,Recruiter,Ivakhnov,Yes,NaN,High Net Worth
5ec615352b1eb004f0687f12,44,951,N,1999-09-29T00:00:00.000Z,Meryl,Male,Entertainment,Assistant Media Planner,Dumbar,No,1,Mass Customer
5ec615352b1eb004f0687f13,34,952,N,1971-06-13T00:00:00.000Z,Marina,Female,Financial Services,VP Sales,Andresen,Yes,6,Affluent Customer
5ec615352b1eb004f0687f14,16,953,N,1979-05-23T00:00:00.000Z,Jasmin,Female,NaN,NaN,Brodeur,No,7,Mass Customer
5ec615352b1eb004f0687f15,76,954,N,1995-02-28T00:00:00.000Z,Alain,Male,Manufacturing,VP Quality Control,Immins,Yes,7,Mass Customer
5ec615352b1eb004f0687f16,78,955,N,1989-10-01T00:00:00.000Z,Teresina,Female,Health,Research Nurse,Gibbie,Yes,9,Mass Customer
5ec615352b1eb004f0687f17,19,956,N,1960-09-26T00:00:00.000Z,Ezechiel,Male,Manufacturing,Nuclear Power Engineer,Pettecrew,Yes,9,Mass Customer
5ec615352b1eb004f0687f18,80,957,N,1994-08-20T00:00:00.000Z,Jamima,Female,Manufacturing,Automation Specialist I,Gannan,Yes,7,Affluent Customer
5ec615352b1eb004f0687f19,15,958,N,1964-01-14T00:00:00.000Z,Kristofor,Male,Health,Biostatistician IV,Saulter,No,18,High Net Worth
5ec615352b1eb004f0687f1a,3,959,N,1986-10-26T00:00:00.000Z,Katharina,Female,NaN,Staff Scientist,Jennins,Yes,21,Affluent Customer
5ec615352b1eb004f0687f1b,1,960,N,1968-10-10T00:00:00.000Z,Lannie,Male,Health,GIS Technical Architect,Crumley,Yes,12,Mass Customer
5ec615352b1eb004f0687f1c,73,961,N,1986-08-10T00:00:00.000Z,Rosamund,Female,Financial Services,Assistant Manager,Shelton,No,6,Mass Customer
5ec615352b1eb004f0687f1d,49,962,N,1977-09-07T00:00:00.000Z,Granger,Male,NaN,VP Product Management,Tuftin,Yes,17,High Net Worth
5ec615352b1eb004f0687f1e,56,963,N,1968-07-28T00:00:00.000Z,Valery,Female,NaN,Budget/Accounting Analyst I,Haresign,Yes,16,High Net Worth
5ec615352b1eb004f0687f1f,35,964,N,1994-01-24T00:00:00.000Z,Rhetta,Female,Financial Services,Assistant Professor,Grellier,No,6,High Net Worth
5ec615352b1eb004f0687f20,86,965,N,1997-06-18T00:00:00.000Z,Meggie,Female,Retail,Structural Engineer,Whitchurch,Yes,5,High Net Worth
5ec615352b1eb004f0687f21,70,966,N,1978-11-05T00:00:00.000Z,Krystyna,Female,Retail,Speech Pathologist,Linning,Yes,5,High Net Worth
5ec615352b1eb004f0687f22,44,967,N,1999-10-04T00:00:00.000Z,April,Female,Manufacturing,Sales Associate,Causon,Yes,1,Affluent Customer
5ec615352b1eb004f0687f23,96,968,N,1955-06-16T00:00:00.000Z,Wayne,Male,IT,Accountant IV,Woodfin,Yes,16,High Net Worth
5ec615352b1eb004f0687f24,20,969,N,1978-09-19T00:00:00.000Z,Jo,Female,Health,Health Coach IV,Mallinar,Yes,18,High Net Worth
5ec615352b1eb004f0687f25,2,970,N,1980-06-26T00:00:00.000Z,Kellyann,Female,Financial Services,VP Accounting,Hawton,Yes,14,High Net Worth
5ec615352b1eb004f0687f26,11,971,N,1988-10-25T00:00:00.000Z,Sarge,Male,Manufacturing,Geologist I,Lerohan,No,22,High Net Worth
5ec615352b1eb004f0687f27,81,972,N,1981-07-23T00:00:00.000Z,Dena,Female,Retail,Project Manager,Crewdson,Yes,10,Mass Customer
5ec615352b1eb004f0687f28,46,973,N,1979-08-02T00:00:00.000Z,Annabella,Female,Health,Data Coordiator,Hebron,No,15,High Net Worth
5ec615352b1eb004f0687f29,92,974,N,1991-06-07T00:00:00.000Z,Mellicent,Female,NaN,Administrative Assistant IV,Dollin,Yes,4,Mass Customer
5ec615352b1eb004f0687f2a,26,975,N,NaN,Goldarina,U,IT,Automation Specialist IV,Rzehorz,No,NaN,Mass Customer
5ec615352b1eb004f0687f2b,10,976,N,1971-10-21T00:00:00.000Z,Andonis,Male,Financial Services,Graphic Designer,Slimmon,No,10,Affluent Customer
5ec615352b1eb004f0687f2c,65,977,N,1959-11-30T00:00:00.000Z,Olga,Female,NaN,Staff Accountant III,Dyke,Yes,13,High Net Worth
5ec615352b1eb004f0687f2d,40,978,N,1982-01-31T00:00:00.000Z,Erena,Female,NaN,Nurse Practicioner,Escalero,No,15,High Net Worth
5ec615352b1eb004f0687f2e,42,979,N,1959-12-25T00:00:00.000Z,Kayla,Female,Manufacturing,Budget/Accounting Analyst I,Falkingham,No,12,High Net Worth
5ec615352b1eb004f0687f2f,19,980,N,1978-01-23T00:00:00.000Z,Max,Female,Health,Registered Nurse,Gronaver,No,8,Mass Customer
5ec615352b1eb004f0687f30,0,981,N,1973-02-19T00:00:00.000Z,Bud,Male,Retail,NaN,Smittoune,No,11,Mass Customer
5ec615352b1eb004f0687f31,14,982,N,1960-02-12T00:00:00.000Z,Tibold,Male,Health,Geologist III,Bonwell,Yes,6,High Net Worth
5ec615352b1eb004f0687f32,49,983,N,NaN,Shaylyn,U,IT,NaN,Riggs,No,NaN,Affluent Customer
5ec615352b1eb004f0687f33,89,984,N,1954-03-25T00:00:00.000Z,Luciano,Male,Manufacturing,Programmer I,Weddup,No,16,Affluent Customer
5ec615352b1eb004f0687f34,29,985,N,1970-09-30T00:00:00.000Z,Aryn,Female,Retail,Help Desk Operator,O'Halloran,No,15,High Net Worth
5ec615352b1eb004f0687f35,3,986,N,1994-10-05T00:00:00.000Z,Barnard,Male,Manufacturing,Office Assistant I,Stranks,Yes,8,Mass Customer
5ec615352b1eb004f0687f36,89,987,N,1974-08-29T00:00:00.000Z,Lars,Male,Financial Services,Senior Cost Accountant,Keher,Yes,11,Affluent Customer
5ec615352b1eb004f0687f37,35,988,N,1981-01-15T00:00:00.000Z,Andree,Female,Manufacturing,Director of Sales,Simonato,No,7,High Net Worth
5ec615352b1eb004f0687f38,43,989,N,1982-05-24T00:00:00.000Z,Caralie,Female,Financial Services,Project Manager,Morfett,No,17,Mass Customer
5ec615352b1eb004f0687f39,56,990,N,1976-04-13T00:00:00.000Z,Melissa,Female,Manufacturing,Administrative Officer,Purple,Yes,14,Mass Customer
5ec615352b1eb004f0687f3a,11,991,N,1991-11-29T00:00:00.000Z,Lenna,Female,Financial Services,Financial Analyst,Coales,Yes,10,Mass Customer
5ec615352b1eb004f0687f3b,6,992,N,1958-11-25T00:00:00.000Z,Cordelia,Female,Property,NaN,Hawkeswood,Yes,8,Mass Customer
5ec615352b1eb004f0687f3c,71,993,N,1977-02-18T00:00:00.000Z,Reine,Female,Argiculture,Account Coordinator,Semken,No,17,High Net Worth
5ec615352b1eb004f0687f3d,62,994,N,1977-11-14T00:00:00.000Z,Rhetta,Female,Entertainment,Librarian,Kupker,Yes,5,Affluent Customer
5ec615352b1eb004f0687f3e,16,995,N,1965-11-12T00:00:00.000Z,Urbano,Male,Health,Information Systems Manager,Mews,Yes,19,Mass Customer
5ec615352b1eb004f0687f3f,67,996,N,NaN,Aura,U,IT,Assistant Manager,Bemlott,Yes,NaN,Mass Customer
5ec615352b1eb004f0687f40,30,997,N,1981-07-03T00:00:00.000Z,Ambros,Male,Telecommunications,Teacher,Kernes,Yes,13,Mass Customer
5ec615352b1eb004f0687f41,66,998,N,1965-12-13T00:00:00.000Z,Petunia,Female,Manufacturing,Speech Pathologist,Dufton,Yes,5,Affluent Customer
5ec615352b1eb004f0687f42,12,999,N,1988-04-10T00:00:00.000Z,Dido,Female,NaN,Recruiting Manager,Leyburn,No,4,High Net Worth
5ec615352b1eb004f0687f43,44,1000,N,1978-08-07T00:00:00.000Z,Paulie,Female,Financial Services,Compensation Analyst,Castelot,No,11,Mass Customer
5ec615352b1eb004f0687f44,63,1001,N,1979-08-27T00:00:00.000Z,Finley,Male,Retail,Recruiter,Vost,No,14,Mass Customer
5ec615352b1eb004f0687f45,65,1002,N,1978-08-30T00:00:00.000Z,Pacorro,Male,NaN,Business Systems Development Analyst,De Clairmont,Yes,18,Mass Customer
5ec615352b1eb004f0687f46,35,1003,N,1968-02-03T00:00:00.000Z,Mariann,Female,Financial Services,Paralegal,O'Geaney,No,18,High Net Worth
5ec615352b1eb004f0687f47,35,1004,N,1975-07-09T00:00:00.000Z,Colas,Male,IT,Business Systems Development Analyst,Pumfrett,No,22,High Net Worth
5ec615352b1eb004f0687f48,94,1005,N,1967-09-15T00:00:00.000Z,Kalila,Female,IT,Design Engineer,Birtwistle,Yes,8,High Net Worth
5ec615352b1eb004f0687f49,15,1006,N,1977-08-10T00:00:00.000Z,Norbert,Male,Telecommunications,Quality Control Specialist,Gotcher,Yes,19,Affluent Customer
5ec615352b1eb004f0687f4a,58,1007,N,1996-06-08T00:00:00.000Z,Cord,Male,Retail,NaN,Warriner,No,5,Mass Customer
5ec615352b1eb004f0687f4b,47,1008,N,1975-11-10T00:00:00.000Z,Lorry,Female,NaN,Teacher,Booley,No,21,Mass Customer
5ec615352b1eb004f0687f4c,16,1009,N,1957-05-09T00:00:00.000Z,Nolie,Female,Manufacturing,Research Associate,Orring,Yes,13,High Net Worth
5ec615352b1eb004f0687f4d,24,1010,N,1963-01-26T00:00:00.000Z,Leighton,Male,Financial Services,Nurse,Ebbles,No,17,Affluent Customer
5ec615352b1eb004f0687f4e,42,1011,N,1985-07-19T00:00:00.000Z,Cymbre,Female,Health,Occupational Therapist,Janos,Yes,10,High Net Worth
5ec615352b1eb004f0687f4f,20,1012,N,1955-05-20T00:00:00.000Z,Anna-diane,Female,NaN,Software Test Engineer III,Preddle,Yes,11,High Net Worth
5ec615352b1eb004f0687f50,53,1013,N,1976-09-06T00:00:00.000Z,Corissa,Female,Retail,Physical Therapy Assistant,Zienkiewicz,No,17,High Net Worth
5ec615352b1eb004f0687f51,60,1014,N,1960-10-14T00:00:00.000Z,Miller,Male,Property,Senior Developer,Faloon,Yes,8,Mass Customer
5ec615352b1eb004f0687f52,7,1015,N,1955-04-01T00:00:00.000Z,Toiboid,Male,Health,Web Developer I,Sorrel,No,17,Mass Customer
5ec615352b1eb004f0687f53,0,1016,N,1959-08-12T00:00:00.000Z,Adrian,Male,IT,Legal Assistant,Prettyjohns,Yes,17,Mass Customer
5ec615352b1eb004f0687f54,88,1017,N,1979-01-09T00:00:00.000Z,Jacquenette,Female,Entertainment,Assistant Media Planner,Pluthero,No,16,High Net Worth
5ec615352b1eb004f0687f55,1,1018,N,1994-11-27T00:00:00.000Z,Matthiew,Male,Manufacturing,Help Desk Operator,Ferreras,Yes,7,Mass Customer
5ec615352b1eb004f0687f56,42,1019,N,1973-11-19T00:00:00.000Z,Ignazio,Male,Manufacturing,Human Resources Assistant II,Milby,Yes,14,Mass Customer
5ec615352b1eb004f0687f57,29,1020,N,1975-11-10T00:00:00.000Z,Natala,Female,IT,NaN,Thorndale,No,13,Affluent Customer
5ec615352b1eb004f0687f58,16,1021,N,1977-10-02T00:00:00.000Z,Elvis,Male,Retail,Mechanical Systems Engineer,Rixon,No,7,High Net Worth
5ec615352b1eb004f0687f59,56,1022,N,1990-03-04T00:00:00.000Z,Suzann,Female,Financial Services,Assistant Manager,Wilks,Yes,14,Affluent Customer
5ec615352b1eb004f0687f5a,16,1023,N,1991-07-23T00:00:00.000Z,Iseabal,Female,Financial Services,NaN,Fullbrook,Yes,6,Affluent Customer
5ec615352b1eb004f0687f5b,17,1024,N,1992-06-05T00:00:00.000Z,Rhodia,Female,Health,Social Worker,D'Onise,Yes,2,High Net Worth
5ec615352b1eb004f0687f5c,69,1025,N,1997-07-30T00:00:00.000Z,Ario,Male,IT,Quality Engineer,Jeromson,Yes,5,Mass Customer
5ec615352b1eb004f0687f5d,66,1026,N,1994-07-29T00:00:00.000Z,Vernon,Male,Financial Services,NaN,Hakking,No,4,Affluent Customer
5ec615352b1eb004f0687f5e,33,1027,N,1966-10-07T00:00:00.000Z,Rolando,Male,Financial Services,Statistician I,Sherewood,No,18,Affluent Customer
5ec615352b1eb004f0687f5f,10,1028,N,1999-08-11T00:00:00.000Z,Thorn,Male,NaN,Project Manager,Torfin,No,1,High Net Worth
5ec615352b1eb004f0687f60,71,1029,N,1997-02-15T00:00:00.000Z,Forbes,Male,NaN,VP Sales,Londors,No,4,Mass Customer
5ec615352b1eb004f0687f61,9,1030,N,1962-05-05T00:00:00.000Z,Nariko,Female,Health,Food Chemist,Dummigan,No,5,Mass Customer
5ec615352b1eb004f0687f62,75,1031,N,1983-09-15T00:00:00.000Z,Roi,Male,Manufacturing,Junior Executive,Ogden,No,6,Mass Customer
5ec615352b1eb004f0687f63,36,1032,N,1978-07-18T00:00:00.000Z,Maribelle,Female,NaN,Executive Secretary,Werndly,Yes,18,Mass Customer
5ec615352b1eb004f0687f64,70,1033,N,1995-01-06T00:00:00.000Z,Jacob,Male,NaN,NaN,Claringbold,Yes,3,Affluent Customer
5ec615352b1eb004f0687f65,16,1034,N,1976-05-12T00:00:00.000Z,Denney,Male,NaN,NaN,Cretney,Yes,3,High Net Worth
5ec615352b1eb004f0687f66,77,1035,N,1976-11-02T00:00:00.000Z,Kara-lynn,Female,Retail,Operator,Doddridge,Yes,5,Affluent Customer
5ec615352b1eb004f0687f67,6,1036,N,1969-11-28T00:00:00.000Z,Randene,Female,Financial Services,Paralegal,Ingle,Yes,12,Mass Customer
5ec615352b1eb004f0687f68,95,1037,N,1956-08-08T00:00:00.000Z,Sissie,Female,Financial Services,Human Resources Assistant II,Rielly,No,10,Mass Customer
5ec615352b1eb004f0687f69,57,1038,N,NaN,Fraser,U,Manufacturing,Engineer I,Acome,Yes,NaN,Mass Customer
5ec615352b1eb004f0687f6a,24,1039,N,1975-03-14T00:00:00.000Z,Nona,Female,NaN,NaN,Diamant,Yes,15,High Net Worth
5ec615352b1eb004f0687f6b,78,1040,N,1975-03-04T00:00:00.000Z,Jacenta,Female,Health,Food Chemist,Wedlock,No,9,High Net Worth
5ec615352b1eb004f0687f6c,95,1041,N,1959-05-25T00:00:00.000Z,Free,Male,Property,NaN,Bonniface,No,15,Affluent Customer
5ec615352b1eb004f0687f6d,0,1042,N,1976-01-14T00:00:00.000Z,Isacco,Male,Manufacturing,Nuclear Power Engineer,Woodwind,Yes,11,High Net Worth
5ec615352b1eb004f0687f6e,34,1043,N,1986-10-20T00:00:00.000Z,Giorgi,Male,Financial Services,Sales Associate,Hurford,Yes,16,Mass Customer
5ec615352b1eb004f0687f6f,4,1044,N,NaN,Frederico,U,Health,Food Chemist,Whilder,No,NaN,High Net Worth
5ec615352b1eb004f0687f70,88,1045,N,1986-05-08T00:00:00.000Z,Aeriel,Female,Financial Services,NaN,Everest,Yes,19,Mass Customer
5ec615352b1eb004f0687f71,0,1046,N,1955-07-23T00:00:00.000Z,Shir,Female,NaN,Budget/Accounting Analyst II,Clevely,No,11,Affluent Customer
5ec615352b1eb004f0687f72,39,1047,N,1978-09-03T00:00:00.000Z,Standford,Male,Financial Services,VP Accounting,Tanswill,No,11,Affluent Customer
5ec615352b1eb004f0687f73,99,1048,N,1976-06-08T00:00:00.000Z,Braden,Male,NaN,Internal Auditor,Lamming,No,15,Affluent Customer
5ec615352b1eb004f0687f74,35,1049,N,1996-03-02T00:00:00.000Z,Fraser,Male,Property,Software Consultant,Gaenor,No,2,Mass Customer
5ec615352b1eb004f0687f75,7,1050,N,1973-07-29T00:00:00.000Z,Marjie,Female,Telecommunications,Software Consultant,Ghion,Yes,15,Mass Customer
5ec615352b1eb004f0687f76,34,1051,N,1977-09-29T00:00:00.000Z,Xylia,Female,Property,Help Desk Technician,Lange,Yes,14,High Net Worth
5ec615352b1eb004f0687f77,31,1052,N,1986-02-02T00:00:00.000Z,Dela,Female,Financial Services,Junior Executive,Flannigan,No,3,High Net Worth
5ec615352b1eb004f0687f78,98,1053,N,1962-05-20T00:00:00.000Z,Davon,Male,Manufacturing,NaN,Stanyland,Yes,8,Mass Customer
5ec615352b1eb004f0687f79,27,1054,N,1983-08-09T00:00:00.000Z,Natal,Male,Manufacturing,Nuclear Power Engineer,Matiewe,Yes,13,Mass Customer
5ec615352b1eb004f0687f7a,30,1055,N,1988-06-08T00:00:00.000Z,Danell,Female,Manufacturing,Data Coordiator,Rose,No,12,Mass Customer
5ec615352b1eb004f0687f7b,96,1056,N,1966-12-18T00:00:00.000Z,Kendricks,Male,Manufacturing,Software Test Engineer IV,Markel,No,6,Affluent Customer
5ec615352b1eb004f0687f7c,73,1057,N,1969-04-06T00:00:00.000Z,Laryssa,Female,Health,Registered Nurse,Durdle,No,5,Mass Customer
5ec615352b1eb004f0687f7d,37,1058,N,1987-10-24T00:00:00.000Z,Gretel,Female,Retail,Research Assistant IV,Gionettitti,Yes,4,Affluent Customer
5ec615352b1eb004f0687f7e,68,1059,N,1968-02-16T00:00:00.000Z,Chantal,Female,Entertainment,Account Representative III,Plante,Yes,6,High Net Worth
5ec615352b1eb004f0687f7f,88,1060,N,1961-11-23T00:00:00.000Z,Vanda,Female,Argiculture,Associate Professor,Boadby,Yes,13,Affluent Customer
5ec615352b1eb004f0687f80,34,1061,N,1988-11-07T00:00:00.000Z,Anderson,Male,Financial Services,Speech Pathologist,NaN,No,19,Mass Customer
5ec615352b1eb004f0687f81,32,1062,N,1975-09-28T00:00:00.000Z,Tish,Female,NaN,Junior Executive,Mowett,No,14,Mass Customer
5ec615352b1eb004f0687f82,22,1063,N,1987-03-01T00:00:00.000Z,Terrence,Male,Financial Services,Actuary,Geck,Yes,13,Affluent Customer
5ec615352b1eb004f0687f83,3,1064,N,1977-06-13T00:00:00.000Z,Thornie,Male,Entertainment,Librarian,Andrusov,Yes,8,Affluent Customer
5ec615352b1eb004f0687f84,8,1065,N,1962-06-27T00:00:00.000Z,Chilton,Male,Financial Services,Quality Engineer,Ghirigori,Yes,8,Mass Customer
5ec615352b1eb004f0687f85,45,1066,N,1995-10-06T00:00:00.000Z,Hailey,Male,Telecommunications,Recruiter,Ricciardi,No,12,High Net Worth
5ec615352b1eb004f0687f86,13,1067,N,1965-05-17T00:00:00.000Z,Berri,Female,Financial Services,Engineer IV,Cotillard,Yes,13,Mass Customer
5ec615352b1eb004f0687f87,5,1068,N,1995-03-21T00:00:00.000Z,Frazer,Male,Health,NaN,Searston,Yes,3,Mass Customer
5ec615352b1eb004f0687f88,85,1069,N,1976-04-15T00:00:00.000Z,Reese,Male,Telecommunications,Web Designer I,Titterington,No,15,Mass Customer
5ec615352b1eb004f0687f89,5,1070,N,1995-06-04T00:00:00.000Z,Albert,Male,NaN,Account Representative IV,Gomery,No,1,Mass Customer
5ec615352b1eb004f0687f8a,68,1071,N,1986-12-29T00:00:00.000Z,Chrisy,Male,Retail,NaN,Miranda,No,1,High Net Worth
5ec615352b1eb004f0687f8b,60,1072,N,1957-06-01T00:00:00.000Z,Curt,Male,Financial Services,Senior Cost Accountant,Petrello,Yes,8,High Net Worth
5ec615352b1eb004f0687f8c,77,1073,N,1980-02-25T00:00:00.000Z,Elbertina,Female,NaN,Associate Professor,Donne,Yes,7,Affluent Customer
5ec615352b1eb004f0687f8d,43,1074,N,1974-07-14T00:00:00.000Z,Griswold,Male,NaN,Accounting Assistant IV,Juett,Yes,18,High Net Worth
5ec615352b1eb004f0687f8e,26,1075,N,1967-07-25T00:00:00.000Z,Cullin,Male,Manufacturing,Administrative Officer,Elcoate,No,7,High Net Worth
5ec615352b1eb004f0687f8f,33,1076,N,2000-06-06T00:00:00.000Z,Siegfried,Male,Health,Pharmacist,Trattles,No,2,Affluent Customer
5ec615352b1eb004f0687f90,8,1077,N,1955-10-11T00:00:00.000Z,Sheba,Female,Telecommunications,NaN,Este,Yes,18,Mass Customer
5ec615352b1eb004f0687f91,69,1078,N,1976-06-05T00:00:00.000Z,Abe,Male,Manufacturing,Executive Secretary,Pilley,No,20,Mass Customer
5ec615352b1eb004f0687f92,70,1079,N,1978-01-03T00:00:00.000Z,Dennie,Male,Manufacturing,Nurse Practicioner,L' Anglois,No,18,Mass Customer
5ec615352b1eb004f0687f93,70,1080,N,1999-12-26T00:00:00.000Z,Monah,Female,Property,Speech Pathologist,Talbot,Yes,2,Mass Customer
5ec615352b1eb004f0687f94,25,1081,N,1985-10-21T00:00:00.000Z,Marga,Female,Health,Social Worker,Cradduck,No,16,Mass Customer
5ec615352b1eb004f0687f95,90,1082,N,NaN,Guinevere,U,Financial Services,Financial Analyst,Kelby,Yes,NaN,Mass Customer
5ec615352b1eb004f0687f96,46,1083,N,1996-08-07T00:00:00.000Z,Chadd,Male,NaN,VP Product Management,Fowlds,No,1,Affluent Customer
5ec615352b1eb004f0687f97,54,1084,N,1994-05-18T00:00:00.000Z,Serena,Female,Retail,Accounting Assistant I,Jagson,No,8,Affluent Customer
5ec615352b1eb004f0687f98,4,1085,N,1975-09-12T00:00:00.000Z,Lucho,Male,Health,Internal Auditor,Strafen,No,8,Mass Customer
5ec615352b1eb004f0687f99,84,1086,N,1989-06-21T00:00:00.000Z,Ezechiel,Male,Property,Statistician IV,Parnall,Yes,4,Mass Customer
5ec615352b1eb004f0687f9a,39,1087,N,1979-09-18T00:00:00.000Z,Lian,Female,Financial Services,Financial Analyst,Madrell,Yes,8,Mass Customer
5ec615352b1eb004f0687f9b,19,1088,N,1989-07-21T00:00:00.000Z,Andy,Female,NaN,Design Engineer,Polgreen,Yes,3,High Net Worth
5ec615352b1eb004f0687f9c,90,1089,N,1988-09-17T00:00:00.000Z,Korney,Female,Property,Product Engineer,Hess,No,12,Affluent Customer
5ec615352b1eb004f0687f9d,15,1090,N,1975-07-15T00:00:00.000Z,Lorettalorna,Female,Telecommunications,Computer Systems Analyst II,NaN,No,17,Affluent Customer
5ec615352b1eb004f0687f9e,19,1091,N,1980-04-15T00:00:00.000Z,Keith,Male,Health,NaN,Housden,No,15,Mass Customer
5ec615352b1eb004f0687f9f,56,1092,N,1935-08-22T00:00:00.000Z,Katlin,Female,Retail,VP Quality Control,Creddon,No,5,Mass Customer
5ec615352b1eb004f0687fa0,63,1093,N,1996-09-13T00:00:00.000Z,Clarita,Female,NaN,Business Systems Development Analyst,Penright,No,5,Affluent Customer
5ec615352b1eb004f0687fa1,48,1094,N,1975-12-27T00:00:00.000Z,Shaughn,Male,Health,Dental Hygienist,Salters,No,19,High Net Worth
5ec615352b1eb004f0687fa2,2,1095,N,1958-08-29T00:00:00.000Z,Emelda,Female,Health,Project Manager,Gerler,No,6,Mass Customer
5ec615352b1eb004f0687fa3,33,1096,N,1969-11-29T00:00:00.000Z,Jakie,Male,Health,Software Test Engineer I,Mungham,No,14,High Net Worth
5ec615352b1eb004f0687fa4,71,1097,N,1968-01-31T00:00:00.000Z,Gwenora,Female,Financial Services,Engineer II,Grabbam,Yes,18,Mass Customer
